Date,Total COVID-19 Patients,ICU Patients,Vent Patients,PPE,Capacity,Surge Capacity,Beds Occupied
02/14/2022,1676,349,0,0,16476,19771.2,16476
08/08/2020,1258,271,145,1,16476,19771.2,12967
10/26/2021,1202,307,0,0,16476,19771.2,16476
11/28/2021,920,245,0,0,16476,19771.2,16476
10/06/2020,926,219,104,0,16476,19771.2,12680
09/14/2021,2117,546,0,0,16476,19771.2,16476
12/20/2021,1436,368,0,0,16476,19771.2,16476
11/26/2021,859,231,0,0,16476,19771.2,16476
11/05/2021,923,237,0,0,16476,19771.2,16476
05/05/2020,1496,361,189,0,16476,19771.2,11750
06/01/2021,446,124,76,0,16476,19771.2,12776
04/16/2020,1337,427,238,6,16476,19771.2,10933
09/27/2021,2068,540,0,0,16476,19771.2,16476
03/18/2021,1034,226,127,0,16476,19771.2,13111
10/03/2020,906,191,103,0,16476,19771.2,13144
05/22/2021,561,159,91,0,16476,19771.2,13039
10/11/2021,1563,412,0,0,16476,19771.2,16476
01/26/2022,3510,588,0,0,16476,19771.2,16476
12/01/2020,1757,398,173,0,16476,19771.2,12759
04/07/2021,1059,254,140,0,16476,19771.2,12967
12/21/2021,1518,378,0,0,16476,19771.2,16476
11/25/2021,881,219,0,0,16476,19771.2,16476
10/08/2021,1671,443,0,0,16476,19771.2,16476
01/24/2022,3648,601,0,0,16476,19771.2,16476
04/05/2021,1028,257,133,0,16476,19771.2,12689
01/31/2022,2896,512,0,0,16476,19771.2,16476
10/11/2020,924,201,98,0,16476,19771.2,12835
02/12/2021,2117,430,268,0,16476,19771.2,13465
09/30/2021,1986,527,0,0,16476,19771.2,16476
05/03/2021,822,224,114,0,16476,19771.2,12900
04/16/2021,1032,246,147,0,16476,19771.2,13354
03/04/2022,768,154,0,0,16476,19771.2,16476
06/21/2021,285,69,38,0,16476,19771.2,12836
10/06/2021,1794,468,0,0,16476,19771.2,16476
01/13/2021,3209,587,362,0,16476,19771.2,13505
07/28/2021,448,123,0,0,16476,19771.2,16476
12/31/2020,2744,525,328,0,16476,19771.2,13273
10/25/2020,979,216,109,0,16476,19771.2,12753
04/21/2022,165,32,0,0,16476,19771.2,16476
04/07/2022,231,37,0,0,16476,19771.2,16476
09/08/2021,2161,504,0,0,16476,19771.2,16476
12/18/2020,2409,510,254,0,16476,19771.2,13402
02/13/2021,1991,408,262,0,16476,19771.2,13276
10/22/2020,1109,218,120,0,16476,19771.2,13021
09/04/2020,1101,244,128,1,16476,19771.2,12962
05/08/2020,1625,378,199,0,16476,19771.2,11841
11/23/2020,1512,351,152,0,16476,19771.2,12666
06/19/2020,862,251,121,0,16476,19771.2,12613
11/02/2020,1031,214,97,0,16476,19771.2,12761
04/02/2021,1045,243,137,0,16476,19771.2,13179
03/20/2022,399,91,0,0,16476,19771.2,16476
11/20/2020,1510,318,133,0,16476,19771.2,13120
09/06/2021,1981,483,0,0,16476,19771.2,16476
11/10/2020,1174,224,88,0,16476,19771.2,12952
08/29/2020,1101,245,131,2,16476,19771.2,12867
01/02/2021,2710,557,335,0,16476,19771.2,12892
03/03/2021,1352,284,184,0,16476,19771.2,13148
06/14/2020,958,334,155,0,16476,19771.2,12330
01/10/2021,3060,553,348,0,16476,19771.2,13435
12/24/2021,1579,381,0,0,16476,19771.2,16476
08/16/2020,1184,283,165,1,16476,19771.2,12741
10/05/2021,1807,458,0,0,16476,19771.2,16476
01/06/2022,3094,526,0,0,16476,19771.2,16476
07/20/2020,1158,265,125,0,16476,19771.2,12599
12/12/2020,2088,429,229,0,16476,19771.2,13216
04/08/2021,1111,244,133,0,16476,19771.2,13289
02/10/2021,2201,449,286,0,16476,19771.2,13450
03/21/2022,408,88,0,0,16476,19771.2,16476
12/14/2020,2226,444,236,0,16476,19771.2,13117
01/13/2022,3894,646,0,0,16476,19771.2,16476
01/20/2021,3098,554,338,0,16476,19771.2,13518
07/04/2020,808,207,99,0,16476,19771.2,12452
09/10/2021,2150,513,0,0,16476,19771.2,16476
05/11/2020,1504,362,194,0,16476,19771.2,11829
06/01/2020,1371,347,188,0,16476,19771.2,12056
04/15/2021,1052,261,145,0,16476,19771.2,13309
07/04/2021,227,51,33,0,16476,19771.2,12874
01/28/2022,3197,552,0,0,16476,19771.2,16476
11/18/2021,847,199,0,0,16476,19771.2,16476
05/18/2020,1502,361,194,0,16476,19771.2,12087
09/22/2021,2166,556,0,0,16476,19771.2,16476
01/14/2022,3845,656,0,0,16476,19771.2,16476
06/23/2020,847,245,126,0,16476,19771.2,12152
02/28/2021,1323,295,180,0,16476,19771.2,12796
03/31/2021,1048,228,134,0,16476,19771.2,13119
12/28/2020,2563,526,321,0,16476,19771.2,12728
08/14/2021,1100,282,0,0,16476,19771.2,16476
08/11/2021,936,246,0,0,16476,19771.2,16476
01/26/2021,2847,539,316,0,16476,19771.2,13355
07/21/2020,1189,258,127,2,16476,19771.2,12711
02/09/2021,2248,467,290,0,16476,19771.2,13171
02/03/2021,2545,500,309,0,16476,19771.2,13333
03/18/2022,451,101,0,0,16476,19771.2,16476
03/01/2021,1321,295,196,0,16476,19771.2,12632
08/12/2021,971,233,0,0,16476,19771.2,16476
09/16/2020,1027,212,103,2,16476,19771.2,13024
02/17/2022,1499,324,0,0,16476,19771.2,16476
12/02/2021,1005,237,0,0,16476,19771.2,16476
11/26/2020,1601,370,152,0,16476,19771.2,12709
07/11/2020,1020,230,97,0,16476,19771.2,12946
01/15/2022,3867,657,0,0,16476,19771.2,16476
07/22/2020,1157,253,136,1,16476,19771.2,12921
05/05/2021,896,221,114,0,16476,19771.2,13337
10/12/2020,965,205,92,0,16476,19771.2,12527
01/21/2021,3011,545,337,0,16476,19771.2,13497
06/04/2021,480,112,82,0,16476,19771.2,13158
11/13/2020,1296,258,115,0,16476,19771.2,13349
07/30/2020,1357,284,147,0,16476,19771.2,13049
03/23/2021,1035,225,135,0,16476,19771.2,12788
12/01/2021,965,235,0,0,16476,19771.2,16476
07/31/2020,1334,279,145,0,16476,19771.2,12871
01/22/2022,3750,630,0,0,16476,19771.2,16476
05/09/2021,779,207,119,0,16476,19771.2,13082
03/04/2021,1266,270,169,0,16476,19771.2,13182
04/28/2021,988,244,132,0,16476,19771.2,13232
10/04/2021,1832,479,0,0,16476,19771.2,16476
10/31/2021,949,277,0,0,16476,19771.2,16476
12/20/2020,2405,517,272,0,16476,19771.2,13069
07/27/2020,1200,260,140,0,16476,19771.2,12642
06/27/2021,258,69,37,0,16476,19771.2,13033
05/19/2021,615,188,98,0,16476,19771.2,12967
06/15/2021,324,73,45,0,16476,19771.2,13076
11/19/2021,847,202,0,0,16476,19771.2,16476
07/22/2021,387,101,47,0,16476,19771.2,13444
12/27/2021,1672,399,0,0,16476,19771.2,16476
02/16/2021,1849,401,241,0,16476,19771.2,13054
10/12/2021,1585,426,0,0,16476,19771.2,16476
12/08/2020,1918,435,196,0,16476,19771.2,13060
07/12/2020,1045,228,101,0,16476,19771.2,12777
01/04/2021,2765,563,339,0,16476,19771.2,13169
01/05/2022,2965,499,0,0,16476,19771.2,16476
08/03/2020,1205,271,151,0,16476,19771.2,12721
06/09/2021,395,104,73,0,16476,19771.2,13093
10/08/2020,933,196,89,0,16476,19771.2,13271
10/13/2020,999,200,98,0,16476,19771.2,12821
09/17/2020,995,225,109,1,16476,19771.2,13195
11/14/2021,829,215,0,0,16476,19771.2,16476
04/12/2022,155,31,0,0,16476,19771.2,16476
08/28/2020,1101,261,136,2,16476,19771.2,13053
12/19/2020,2429,495,264,0,16476,19771.2,13280
04/03/2022,242,35,0,0,16476,19771.2,16476
09/13/2020,1012,232,119,2,16476,19771.2,12687
01/18/2022,3948,676,0,0,16476,19771.2,16476
08/30/2021,1700,432,0,0,16476,19771.2,16476
09/18/2021,2185,559,0,0,16476,19771.2,16476
07/02/2020,888,206,95,0,16476,19771.2,12718
04/11/2022,150,26,0,0,16476,19771.2,16476
01/17/2022,3812,656,0,0,16476,19771.2,16476
05/13/2020,1526,374,202,0,16476,19771.2,11930
08/13/2021,1029,261,0,0,16476,19771.2,16476
08/12/2020,1281,290,142,2,16476,19771.2,13102
05/04/2020,1463,348,192,0,16476,19771.2,11459
04/25/2022,176,30,0,0,16476,19771.2,16476
06/26/2020,854,219,99,0,16476,19771.2,12680
05/19/2020,1497,377,199,0,16476,19771.2,12065
08/14/2020,1299,268,150,3,16476,19771.2,13045
02/19/2022,1334,281,0,0,16476,19771.2,16476
02/07/2021,2303,456,301,0,16476,19771.2,13147
03/13/2021,1118,220,133,0,16476,19771.2,13010
11/01/2020,1012,228,98,0,16476,19771.2,12701
02/06/2022,2284,438,0,0,16476,19771.2,16476
07/24/2021,434,105,0,0,16476,19771.2,16476
12/16/2021,1430,336,0,0,16476,19771.2,16476
01/01/2022,2292,464,0,0,16476,19771.2,16476
05/25/2020,1376,349,182,0,16476,19771.2,11968
08/15/2020,1271,279,167,2,16476,19771.2,12954
09/06/2020,1083,232,119,1,16476,19771.2,12650
06/05/2020,1205,320,161,0,16476,19771.2,12233
02/21/2021,1548,306,186,0,16476,19771.2,13089
11/12/2020,1313,246,110,0,16476,19771.2,13413
09/09/2021,2176,514,0,0,16476,19771.2,16476
07/23/2021,415,105,0,0,16476,19771.2,16476
10/29/2021,1058,301,0,0,16476,19771.2,16476
03/24/2021,973,219,131,0,16476,19771.2,13210
10/18/2021,1388,363,0,0,16476,19771.2,16476
02/08/2022,2178,434,0,0,16476,19771.2,16476
05/12/2021,779,223,126,0,16476,19771.2,13228
11/09/2021,857,219,0,0,16476,19771.2,16476
10/04/2020,877,197,98,0,16476,19771.2,12656
03/03/2022,789,154,0,0,16476,19771.2,16476
03/13/2022,457,103,0,0,16476,19771.2,16476
02/20/2022,1270,250,0,0,16476,19771.2,16476
09/16/2021,2144,544,0,0,16476,19771.2,16476
03/15/2021,1013,217,131,0,16476,19771.2,12700
05/20/2021,587,175,93,0,16476,19771.2,13184
04/19/2021,1046,257,119,0,16476,19771.2,12977
05/30/2020,1471,372,194,0,16476,19771.2,12146
05/11/2021,741,204,116,0,16476,19771.2,13036
07/02/2021,247,61,36,0,16476,19771.2,13275
07/06/2020,783,194,86,0,16476,19771.2,12237
02/10/2022,1990,408,0,0,16476,19771.2,16476
09/02/2020,1114,266,134,1,16476,19771.2,13053
05/26/2020,1403,366,190,0,16476,19771.2,11960
09/07/2020,1061,249,119,1,16476,19771.2,12639
03/09/2022,593,130,0,0,16476,19771.2,16476
08/06/2021,724,174,0,0,16476,19771.2,16476
06/24/2021,248,63,34,0,16476,19771.2,13342
11/18/2020,1469,318,126,0,16476,19771.2,13091
12/07/2020,1885,403,180,0,16476,19771.2,12754
08/09/2021,785,187,0,0,16476,19771.2,16476
05/06/2020,1594,396,192,0,16476,19771.2,11715
07/13/2021,237,61,46,0,16476,19771.2,13070
07/17/2020,1171,247,118,0,16476,19771.2,12942
01/16/2022,3817,659,0,0,16476,19771.2,16476
12/03/2020,1853,411,186,0,16476,19771.2,13223
11/08/2021,806,212,0,0,16476,19771.2,16476
05/10/2021,751,197,113,0,16476,19771.2,12916
12/29/2021,2014,412,0,0,16476,19771.2,16476
12/06/2020,1969,395,187,0,16476,19771.2,13007
02/25/2021,1488,303,183,0,16476,19771.2,13174
07/13/2020,1129,243,105,0,16476,19771.2,12677
05/21/2021,619,183,100,0,16476,19771.2,13335
05/01/2021,885,224,128,0,16476,19771.2,13235
12/30/2020,2707,553,330,0,16476,19771.2,13270
01/29/2022,3061,536,0,0,16476,19771.2,16476
10/15/2021,1474,385,0,0,16476,19771.2,16476
04/20/2022,166,35,0,0,16476,19771.2,16476
04/12/2021,1046,249,129,0,16476,19771.2,12879
04/13/2021,1070,252,144,0,16476,19771.2,13057
07/16/2021,256,73,35,0,16476,19771.2,13264
04/30/2021,950,224,130,0,16476,19771.2,13340
08/01/2020,1257,275,150,0,16476,19771.2,12896
06/18/2021,268,70,37,0,16476,19771.2,13159
02/13/2022,1700,341,0,0,16476,19771.2,16476
05/16/2020,1505,381,189,0,16476,19771.2,11999
08/04/2021,668,179,0,0,16476,19771.2,16476
02/22/2021,1540,318,187,0,16476,19771.2,12974
12/04/2021,1051,233,0,0,16476,19771.2,16476
04/24/2021,1046,262,147,0,16476,19771.2,13196
05/02/2021,858,218,129,0,16476,19771.2,13069
11/24/2020,1496,354,146,0,16476,19771.2,12703
05/31/2020,1458,371,196,0,16476,19771.2,11684
10/19/2020,972,210,81,0,16476,19771.2,12468
05/24/2021,503,154,86,0,16476,19771.2,12811
03/28/2021,1010,225,128,0,16476,19771.2,12818
09/10/2020,1096,255,134,2,16476,19771.2,13023
03/11/2021,1129,230,144,0,16476,19771.2,12935
08/16/2021,1137,281,0,0,16476,19771.2,16476
03/26/2022,306,64,0,0,16476,19771.2,16476
02/07/2022,2250,426,0,0,16476,19771.2,16476
08/08/2021,778,185,0,0,16476,19771.2,16476
05/02/2020,1426,375,202,1,16476,19771.2,11406
07/20/2021,338,80,37,0,16476,19771.2,13184
01/25/2022,3603,604,0,0,16476,19771.2,16476
07/28/2020,1294,261,153,0,16476,19771.2,12652
01/12/2021,3185,582,349,0,16476,19771.2,13482
02/02/2022,2787,479,0,0,16476,19771.2,16476
08/04/2020,1255,282,144,0,16476,19771.2,12706
11/22/2021,846,215,0,0,16476,19771.2,16476
10/21/2020,1010,202,97,0,16476,19771.2,13009
12/18/2021,1412,344,0,0,16476,19771.2,16476
03/21/2021,994,209,127,0,16476,19771.2,12876
11/29/2021,936,241,0,0,16476,19771.2,16476
12/17/2020,2399,490,246,0,16476,19771.2,13443
12/15/2020,2361,490,240,0,16476,19771.2,13220
07/07/2020,902,221,105,0,16476,19771.2,12424
03/20/2021,978,222,124,0,16476,19771.2,13041
06/09/2020,1169,311,155,0,16476,19771.2,12137
11/01/2021,934,279,0,0,16476,19771.2,16476
